word,phonemes,mx_ipa
sustituidor,"['s', 'u', 's', 't', 'i', 't', 'w', 'i', 'D', 'O', 'r']",sustitwiðoɾ
sustituir,"['s', 'u', 's', 't', 'i', 't', 'W', 'I', 'r']",sustitwiɾ
sustitutivo,"['s', 'u', 's', 't', 'i', 't', 'u', 't', 'I', 'B', 'o']",sustitutiβo
sustituto,"['s', 'u', 's', 't', 'i', 't', 'U', 't', 'o']",sustituto
susto,"['s', 'U', 's', 't', 'o']",susto
sustracción,"['s', 'u', 's', 't', 'r', 'a', 'k', 'T', 'J', 'O', 'n']",sustɾaksjon
sustraendo,"['s', 'u', 's', 't', 'r', 'a', 'E', 'n', 'd', 'o']",sustɾaɛndo
sustraer,"['s', 'u', 's', 't', 'r', 'a', 'E', 'r']",sustɾaɛɾ
sustrato,"['s', 'u', 's', 't', 'r', 'A', 't', 'o']",sustɾato
susurrador,"['s', 'u', 's', 'u', 'R', 'a', 'D', 'O', 'r']",susuɹaðoɾ
susurrar,"['s', 'u', 's', 'u', 'R', 'A', 'r']",susuɹaɾ
susurrido,"['s', 'u', 's', 'u', 'R', 'I', 'D', 'o']",susuɹiðo
susurro,"['s', 'u', 's', 'U', 'R', 'o']",susuɹo
sutil,"['s', 'u', 't', 'I', 'l']",sutil
sutileza,"['s', 'u', 't', 'i', 'l', 'E', 'T', 'a']",sutilɛsa
sutilidad,"['s', 'u', 't', 'i', 'l', 'i', 'D', 'A', 'd']",sutiliðað
sutilizador,"['s', 'u', 't', 'i', 'l', 'i', 'T', 'a', 'D', 'O', 'r']",sutilisaðoɾ
sutilizar,"['s', 'u', 't', 'i', 'l', 'i', 'T', 'A', 'r']",sutilisaɾ
sutilmente,"['s', 'u', 't', 'i', 'l', 'm', 'E', 'n', 't', 'e']",sutilmɛntɛ
sutorio,"['s', 'u', 't', 'O', 'r', 'j', 'o']",sutoɾjo
sutura,"['s', 'u', 't', 'U', 'r', 'a']",sutuɾa
suyo,"['s', 'U', 'Y', 'o']",suʝo
taba,"['t', 'A', 'B', 'a']",taβa
tabacalero,"['t', 'a', 'B', 'a', 'k', 'a', 'l', 'E', 'r', 'o']",taβakalɛɾo
tabaco,"['t', 'a', 'B', 'A', 'k', 'o']",taβako
tabacoso,"['t', 'a', 'B', 'a', 'k', 'O', 's', 'o']",taβakoso
tabalear,"['t', 'a', 'B', 'a', 'l', 'e', 'A', 'r']",taβalɛaɾ
tabanazo,"['t', 'a', 'B', 'a', 'n', 'A', 'T', 'o']",taβanaso
tabanco,"['t', 'a', 'B', 'A', 'n', 'k', 'o']",taβaŋko
tabanera,"['t', 'a', 'B', 'a', 'n', 'E', 'r', 'a']",taβanɛɾa
tábano,"['t', 'A', 'B', 'a', 'n', 'o']",taβano
tabanque,"['t', 'a', 'B', 'A', 'n', 'k', 'e']",taβaŋkɛ
tabaola,"['t', 'a', 'B', 'a', 'O', 'l', 'a']",taβaola
tabaque,"['t', 'a', 'B', 'A', 'k', 'e']",taβakɛ
tabaquera,"['t', 'a', 'B', 'a', 'k', 'E', 'r', 'a']",taβakɛɾa
tabaquero,"['t', 'a', 'B', 'a', 'k', 'E', 'r', 'o']",taβakɛɾo
tabaquismo,"['t', 'a', 'B', 'a', 'k', 'I', 's', 'm', 'o']",taβakizmo
tabaquista,"['t', 'a', 'B', 'a', 'k', 'I', 's', 't', 'a']",taβakista
tabardete,"['t', 'a', 'B', 'a', 'r', 'd', 'E', 't', 'e']",taβaɾðɛtɛ
tabardo,"['t', 'a', 'B', 'A', 'r', 'd', 'o']",taβaɾðo
tabarra,"['t', 'a', 'B', 'A', 'R', 'a']",taβaɹa
tabarrera,"['t', 'a', 'B', 'a', 'R', 'E', 'r', 'a']",taβaɹɛɾa
tabarro,"['t', 'a', 'B', 'A', 'R', 'o']",taβaɹo
tabasco,"['t', 'a', 'B', 'A', 's', 'k', 'o']",taβasko
tabellar,"['t', 'a', 'B', 'e', 'Y', 'A', 'r']",taβɛʎaɾ
taberna,"['t', 'a', 'B', 'E', 'r', 'n', 'a']",taβɛɾna
tabernáculo,"['t', 'a', 'B', 'e', 'r', 'n', 'A', 'k', 'u', 'l', 'o']",taβɛɾnakulo
tabernario,"['t', 'a', 'B', 'e', 'r', 'n', 'A', 'r', 'j', 'o']",taβɛɾnaɾjo
tabernera,"['t', 'a', 'B', 'e', 'r', 'n', 'E', 'r', 'a']",taβɛɾnɛɾa
tabernero,"['t', 'a', 'B', 'e', 'r', 'n', 'E', 'r', 'o']",taβɛɾnɛɾo
tabernizado,"['t', 'a', 'B', 'e', 'r', 'n', 'i', 'T', 'A', 'D', 'o']",taβɛɾnisaðo
tabicada,"['t', 'a', 'B', 'i', 'k', 'A', 'D', 'a']",taβikaða
tabicar,"['t', 'a', 'B', 'i', 'k', 'A', 'r']",taβikaɾ
tabina,"['t', 'a', 'B', 'I', 'n', 'a']",taβina
tabique,"['t', 'a', 'B', 'I', 'k', 'e']",taβikɛ
tabiquero,"['t', 'a', 'B', 'i', 'k', 'E', 'r', 'o']",taβikɛɾo
tabla,"['t', 'A', 'b', 'l', 'a']",taβla
tablachina,"['t', 'a', 'b', 'l', 'a', 'C', 'I', 'n', 'a']",taβlatʃina
tablacho,"['t', 'a', 'b', 'l', 'A', 'C', 'o']",taβlatʃo
tablado,"['t', 'a', 'b', 'l', 'A', 'D', 'o']",taβlaðo
tablajero,"['t', 'a', 'b', 'l', 'a', 'x', 'E', 'r', 'o']",taβlaxɛɾo
tablar,"['t', 'a', 'b', 'l', 'A', 'r']",taβlaɾ
tablazo,"['t', 'a', 'b', 'l', 'A', 'T', 'o']",taβlaso
tablazón,"['t', 'a', 'b', 'l', 'a', 'T', 'O', 'n']",taβlason
tablear,"['t', 'a', 'b', 'l', 'e', 'A', 'r']",taβlɛaɾ
tablera,"['t', 'a', 'b', 'l', 'E', 'r', 'a']",taβlɛɾa
tablero,"['t', 'a', 'b', 'l', 'E', 'r', 'o']",taβlɛɾo
tableta,"['t', 'a', 'b', 'l', 'E', 't', 'a']",taβlɛta
tabletear,"['t', 'a', 'b', 'l', 'e', 't', 'e', 'A', 'r']",taβlɛtɛaɾ
tablizo,"['t', 'a', 'b', 'l', 'I', 'T', 'o']",taβliso
tablón,"['t', 'a', 'b', 'l', 'O', 'n']",taβlon
tabloncillo,"['t', 'a', 'b', 'l', 'o', 'n', 'T', 'I', 'Y', 'o']",taβlonsiʎo
tabloza,"['t', 'a', 'b', 'l', 'O', 'T', 'a']",taβlosa
tabú,"['t', 'A', 'B', 'u']",taβu
tabulador,"['t', 'a', 'B', 'u', 'l', 'a', 'D', 'O', 'r']",taβulaðoɾ
tabular,"['t', 'a', 'B', 'u', 'l', 'A', 'r']",taβulaɾ
taburete,"['t', 'a', 'B', 'u', 'r', 'E', 't', 'e']",taβuɾɛtɛ
taca,"['t', 'A', 'k', 'a']",taka
tacada,"['t', 'a', 'k', 'A', 'D', 'a']",takaða
tacañear,"['t', 'a', 'k', 'a', 'N', 'e', 'A', 'r']",takaɲɛaɾ
tacaño,"['t', 'a', 'k', 'A', 'N', 'o']",takaɲo
tacar,"['t', 'a', 'k', 'A', 'r']",takaɾ
taceta,"['t', 'a', 'T', 'E', 't', 'a']",tasɛta
tacha,"['t', 'A', 'C', 'a']",tatʃa
tachable,"['t', 'a', 'C', 'A', 'b', 'l', 'e']",tatʃaβlɛ
tachador,"['t', 'a', 'C', 'a', 'D', 'O', 'r']",tatʃaðoɾ
tachadura,"['t', 'a', 'C', 'a', 'D', 'U', 'r', 'a']",tatʃaðuɾa
tachar,"['t', 'a', 'C', 'A', 'r']",tatʃaɾ
tachero,"['t', 'a', 'C', 'E', 'r', 'o']",tatʃɛɾo
tacho,"['t', 'A', 'C', 'o']",tatʃo
tachón,"['t', 'a', 'C', 'O', 'n']",tatʃon
tachonar,"['t', 'a', 'C', 'o', 'n', 'A', 'r']",tatʃonaɾ
tachoso,"['t', 'a', 'C', 'O', 's', 'o']",tatʃoso
tachuela,"['t', 'a', 'C', 'W', 'E', 'l', 'a']",tatʃwɛla
tacita,"['t', 'a', 'T', 'I', 't', 'a']",tasita
tácitamente,"['t', 'A', 'T', 'i', 't', 'a', 'm', 'e', 'n', 't', 'e']",tasitamɛntɛ
tácito,"['t', 'A', 'T', 'i', 't', 'o']",tasito
taciturnidad,"['t', 'a', 'T', 'i', 't', 'u', 'r', 'n', 'i', 'D', 'A', 'd']",tasituɾniðað
taciturno,"['t', 'a', 'T', 'i', 't', 'U', 'r', 'n', 'o']",tasituɾno
taco,"['t', 'A', 'k', 'o']",tako
tacón,"['t', 'a', 'k', 'O', 'n']",takon
taconear,"['t', 'a', 'k', 'o', 'n', 'e', 'A', 'r']",takonɛaɾ
taconeo,"['t', 'a', 'k', 'o', 'n', 'E', 'o']",takonɛo
táctico,"['t', 'A', 'k', 't', 'i', 'k', 'o']",taktiko
táctil,"['t', 'A', 'k', 't', 'i', 'l']",taktil
tacto,"['t', 'A', 'k', 't', 'o']",takto
tafanario,"['t', 'a', 'f', 'a', 'n', 'A', 'r', 'j', 'o']",tafanaɾjo
tafetán,"['t', 'a', 'f', 'e', 't', 'A', 'n']",tafɛtan
tafia,"['t', 'A', 'f', 'j', 'a']",tafja
tafilete,"['t', 'a', 'f', 'i', 'l', 'E', 't', 'e']",tafilɛtɛ
tafiletear,"['t', 'a', 'f', 'i', 'l', 'e', 't', 'e', 'A', 'r']",tafilɛtɛaɾ
tafo,"['t', 'A', 'f', 'o']",tafo
tafurea,"['t', 'a', 'f', 'u', 'r', 'E', 'a']",tafuɾɛa
tagarino,"['t', 'a', 'G', 'a', 'r', 'I', 'n', 'o']",taɣaɾino
taha,"['t', 'A', 'a']",taa
tahalí,"['t', 'a', 'a', 'l', 'I']",taali
tahona,"['t', 'a', 'O', 'n', 'a']",taona
tahonero,"['t', 'a', 'o', 'n', 'E', 'r', 'o']",taonɛɾo
tahúr,"['t', 'a', 'U', 'r']",tauɾ
tahuresco,"['t', 'a', 'u', 'r', 'E', 's', 'k', 'o']",tauɾɛsko
taifa,"['t', 'A', 'J', 'f', 'a']",taifa
taiga,"['t', 'A', 'J', 'G', 'a']",taiɣa
taimado,"['t', 'a', 'j', 'm', 'A', 'D', 'o']",taimaðo
taina,"['t', 'A', 'J', 'n', 'a']",taina
taja,"['t', 'A', 'x', 'a']",taxa
tajada,"['t', 'a', 'x', 'A', 'D', 'a']",taxaða
tajadera,"['t', 'a', 'x', 'a', 'D', 'E', 'r', 'a']",taxaðɛɾa
tajadero,"['t', 'a', 'x', 'a', 'D', 'E', 'r', 'o']",taxaðɛɾo
tajado,"['t', 'a', 'x', 'A', 'D', 'o']",taxaðo
tajador,"['t', 'a', 'x', 'a', 'D', 'O', 'r']",taxaðoɾ
tajadura,"['t', 'a', 'x', 'a', 'D', 'U', 'r', 'a']",taxaðuɾa
tajamar,"['t', 'a', 'x', 'a', 'm', 'A', 'r']",taxamaɾ
tajamiento,"['t', 'a', 'x', 'a', 'm', 'J', 'E', 'n', 't', 'o']",taxamjɛnto
tajante,"['t', 'a', 'x', 'A', 'n', 't', 'e']",taxantɛ
tajantemente,"['t', 'a', 'x', 'a', 'n', 't', 'e', 'm', 'E', 'n', 't', 'e']",taxantɛmɛntɛ
tajar,"['t', 'a', 'x', 'A', 'r']",taxaɾ
tajea,"['t', 'a', 'x', 'E', 'a']",taxɛa
tajero,"['t', 'a', 'x', 'E', 'r', 'o']",taxɛɾo
tajo,"['t', 'A', 'x', 'o']",taxo
tajón,"['t', 'a', 'x', 'O', 'n']",taxon
tajuela,"['t', 'a', 'x', 'W', 'E', 'l', 'a']",taxwɛla
tajuelo,"['t', 'a', 'x', 'W', 'E', 'l', 'o']",taxwɛlo
tal,"['t', 'A', 'l']",tal
tala,"['t', 'A', 'l', 'a']",tala
talabarte,"['t', 'a', 'l', 'a', 'B', 'A', 'r', 't', 'e']",talaβaɾtɛ
talabartero,"['t', 'a', 'l', 'a', 'B', 'a', 'r', 't', 'E', 'r', 'o']",talaβaɾtɛɾo
talabricense,"['t', 'a', 'l', 'a', 'b', 'r', 'i', 'T', 'E', 'n', 's', 'e']",talaβɾisɛnsɛ
talacho,"['t', 'a', 'l', 'A', 'C', 'o']",talatʃo
talador,"['t', 'a', 'l', 'a', 'D', 'O', 'r']",talaðoɾ
taladrado,"['t', 'a', 'l', 'a', 'd', 'r', 'A', 'D', 'o']",talaðɾaðo
taladrador,"['t', 'a', 'l', 'a', 'd', 'r', 'a', 'D', 'O', 'r']",talaðɾaðoɾ
taladrar,"['t', 'a', 'l', 'a', 'd', 'r', 'A', 'r']",talaðɾaɾ
taladrilla,"['t', 'a', 'l', 'a', 'd', 'r', 'I', 'Y', 'a']",talaðɾiʎa
taladro,"['t', 'a', 'l', 'A', 'd', 'r', 'o']",talaðɾo
talamera,"['t', 'a', 'l', 'a', 'm', 'E', 'r', 'a']",talamɛɾa
talamete,"['t', 'a', 'l', 'a', 'm', 'E', 't', 'e']",talamɛtɛ
talamiflora,"['t', 'a', 'l', 'a', 'm', 'i', 'f', 'l', 'O', 'r', 'a']",talamifloɾa
talamite,"['t', 'a', 'l', 'a', 'm', 'I', 't', 'e']",talamitɛ
tálamo,"['t', 'A', 'l', 'a', 'm', 'o']",talamo
talanquera,"['t', 'a', 'l', 'a', 'n', 'k', 'E', 'r', 'a']",talaŋkɛɾa
talante,"['t', 'a', 'l', 'A', 'n', 't', 'e']",talantɛ
talantoso,"['t', 'a', 'l', 'a', 'n', 't', 'O', 's', 'o']",talantoso
talar,"['t', 'a', 'l', 'A', 'r']",talaɾ
talasoterapia,"['t', 'a', 'l', 'a', 's', 'o', 't', 'e', 'r', 'A', 'p', 'j', 'a']",talasotɛɾapja
talaya,"['t', 'a', 'l', 'A', 'Y', 'a']",talaʝa
talayote,"['t', 'a', 'l', 'a', 'Y', 'O', 't', 'e']",talaʝotɛ
talco,"['t', 'A', 'l', 'k', 'o']",talko
talcoso,"['t', 'a', 'l', 'k', 'O', 's', 'o']",talkoso
talega,"['t', 'a', 'l', 'E', 'G', 'a']",talɛɣa
talegada,"['t', 'a', 'l', 'e', 'G', 'A', 'D', 'a']",talɛɣaða
talego,"['t', 'a', 'l', 'E', 'G', 'o']",talɛɣo
talento,"['t', 'a', 'l', 'E', 'n', 't', 'o']",talɛnto
talentoso,"['t', 'a', 'l', 'e', 'n', 't', 'O', 's', 'o']",talɛntoso
talentudo,"['t', 'a', 'l', 'e', 'n', 't', 'U', 'D', 'o']",talɛntuðo
talio,"['t', 'A', 'l', 'j', 'o']",taljo
talionar,"['t', 'a', 'l', 'j', 'o', 'n', 'A', 'r']",taljonaɾ
talismán,"['t', 'a', 'l', 'i', 's', 'm', 'A', 'n']",talizman
talla,"['t', 'A', 'Y', 'a']",taʎa
tallada,"['t', 'a', 'Y', 'A', 'D', 'a']",taʎaða
tallado,"['t', 'a', 'Y', 'A', 'D', 'o']",taʎaðo
tallador,"['t', 'a', 'Y', 'a', 'D', 'O', 'r']",taʎaðoɾ
talladura,"['t', 'a', 'Y', 'a', 'D', 'U', 'r', 'a']",taʎaðuɾa
tallar,"['t', 'a', 'Y', 'A', 'r']",taʎaɾ
tallarola,"['t', 'a', 'Y', 'a', 'r', 'O', 'l', 'a']",taʎaɾola
talle,"['t', 'A', 'Y', 'e']",taʎɛ
tallecer,"['t', 'a', 'Y', 'e', 'T', 'E', 'r']",taʎɛsɛɾ
taller,"['t', 'a', 'Y', 'E', 'r']",taʎɛɾ
tallista,"['t', 'a', 'Y', 'I', 's', 't', 'a']",taʎista
tallo,"['t', 'A', 'Y', 'o']",taʎo
talludo,"['t', 'a', 'Y', 'U', 'D', 'o']",taʎuðo
talma,"['t', 'A', 'l', 'm', 'a']",talma
talmente,"['t', 'a', 'l', 'm', 'E', 'n', 't', 'e']",talmɛntɛ
talo,"['t', 'A', 'l', 'o']",talo
talofita,"['t', 'a', 'l', 'o', 'f', 'I', 't', 'a']",talofita
talón,"['t', 'a', 'l', 'O', 'n']",talon
talonada,"['t', 'a', 'l', 'o', 'n', 'A', 'D', 'a']",talonaða
talonario,"['t', 'a', 'l', 'o', 'n', 'A', 'r', 'j', 'o']",talonaɾjo
talonear,"['t', 'a', 'l', 'o', 'n', 'e', 'A', 'r']",talonɛaɾ
talonero,"['t', 'a', 'l', 'o', 'n', 'E', 'r', 'o']",talonɛɾo
talpa,"['t', 'A', 'l', 'p', 'a']",talpa
talparia,"['t', 'a', 'l', 'p', 'A', 'r', 'j', 'a']",talpaɾja
talque,"['t', 'A', 'l', 'k', 'e']",talkɛ
talquita,"['t', 'a', 'l', 'k', 'I', 't', 'a']",talkita
talud,"['t', 'a', 'l', 'U', 'd']",taluð
talvina,"['t', 'a', 'l', 'b', 'I', 'n', 'a']",talβina
tamal,"['t', 'a', 'm', 'A', 'l']",tamal
tamalero,"['t', 'a', 'm', 'a', 'l', 'E', 'r', 'o']",tamalɛɾo
tamanaco,"['t', 'a', 'm', 'a', 'n', 'A', 'k', 'o']",tamanako
tamaño,"['t', 'a', 'm', 'A', 'N', 'o']",tamaɲo
támara,"['t', 'A', 'm', 'a', 'r', 'a']",tamaɾa
tamaral,"['t', 'a', 'm', 'a', 'r', 'A', 'l']",tamaɾal
tamarao,"['t', 'a', 'm', 'a', 'r', 'A', 'o']",tamaɾao
tamaricácea,"['t', 'a', 'm', 'a', 'r', 'i', 'k', 'A', 'T', 'e', 'a']",tamaɾikasɛa
tamaricáceo,"['t', 'a', 'm', 'a', 'r', 'i', 'k', 'A', 'T', 'e', 'o']",tamaɾikasɛo
tamarisco,"['t', 'a', 'm', 'a', 'r', 'I', 's', 'k', 'o']",tamaɾisko
tamaritano,"['t', 'a', 'm', 'a', 'r', 'i', 't', 'A', 'n', 'o']",tamaɾitano
tamariz,"['t', 'a', 'm', 'A', 'r', 'i', 'T']",tamaɾis
tambalear,"['t', 'a', 'm', 'b', 'a', 'l', 'e', 'A', 'r']",tambalɛaɾ
tambarillo,"['t', 'a', 'm', 'b', 'a', 'r', 'I', 'Y', 'o']",tambaɾiʎo
también,"['t', 'A', 'm', 'b', 'J', 'E', 'n']",tambjɛn
tambo,"['t', 'A', 'm', 'b', 'o']",tambo
tambor,"['t', 'a', 'm', 'b', 'O', 'r']",tamboɾ
tambora,"['t', 'a', 'm', 'b', 'O', 'r', 'a']",tamboɾa
tamborear,"['t', 'a', 'm', 'b', 'o', 'r', 'e', 'A', 'r']",tamboɾɛaɾ
tamborete,"['t', 'a', 'm', 'b', 'o', 'r', 'E', 't', 'e']",tamboɾɛtɛ
tamboril,"['t', 'a', 'm', 'b', 'o', 'r', 'I', 'l']",tamboɾil
tamborilada,"['t', 'a', 'm', 'b', 'o', 'r', 'i', 'l', 'A', 'D', 'a']",tamboɾilaða
tamborilear,"['t', 'a', 'm', 'b', 'o', 'r', 'i', 'l', 'e', 'A', 'r']",tamboɾilɛaɾ
tamborilero,"['t', 'a', 'm', 'b', 'o', 'r', 'i', 'l', 'E', 'r', 'o']",tamboɾilɛɾo
tamborilete,"['t', 'a', 'm', 'b', 'o', 'r', 'i', 'l', 'E', 't', 'e']",tamboɾilɛtɛ
tamborín,"['t', 'a', 'm', 'b', 'o', 'r', 'I', 'n']",tamboɾin
tamborino,"['t', 'a', 'm', 'b', 'o', 'r', 'I', 'n', 'o']",tamboɾino
tamboritear,"['t', 'a', 'm', 'b', 'o', 'r', 'i', 't', 'e', 'A', 'r']",tamboɾitɛaɾ
tamboritero,"['t', 'a', 'm', 'b', 'o', 'r', 'i', 't', 'E', 'r', 'o']",tamboɾitɛɾo
tamínea,"['t', 'a', 'm', 'I', 'n', 'e', 'a']",taminɛa
taminia,"['t', 'a', 'm', 'I', 'n', 'j', 'a']",taminja
tamiz,"['t', 'A', 'm', 'i', 'T']",tamis
tamizar,"['t', 'a', 'm', 'i', 'T', 'A', 'r']",tamisaɾ
tamo,"['t', 'A', 'm', 'o']",tamo
tamojo,"['t', 'a', 'm', 'O', 'x', 'o']",tamoxo
tampoco,"['t', 'a', 'm', 'p', 'O', 'k', 'o']",tampoko
tamuja,"['t', 'a', 'm', 'U', 'x', 'a']",tamuxa
tamujo,"['t', 'a', 'm', 'U', 'x', 'o']",tamuxo
tan,"['t', 'A', 'n']",tan
tanaceto,"['t', 'a', 'n', 'a', 'T', 'E', 't', 'o']",tanasɛto
tanagra,"['t', 'a', 'n', 'A', 'g', 'r', 'a']",tanaɣɾa
tanate,"['t', 'a', 'n', 'A', 't', 'e']",tanatɛ
tanatorio,"['t', 'a', 'n', 'a', 't', 'O', 'r', 'j', 'o']",tanatoɾjo
tanda,"['t', 'A', 'n', 'd', 'a']",tanda
tañedor,"['t', 'a', 'N', 'e', 'D', 'O', 'r']",taɲɛðoɾ
tañer,"['t', 'a', 'N', 'E', 'r']",taɲɛɾ
tanga,"['t', 'A', 'n', 'g', 'a']",taŋga
tanganillas,"['t', 'a', 'n', 'g', 'a', 'n', 'I', 'Y', 'a', 's']",taŋganiʎas
tanganillo,"['t', 'a', 'n', 'g', 'a', 'n', 'I', 'Y', 'o']",taŋganiʎo
tángano,"['t', 'A', 'n', 'g', 'a', 'n', 'o']",taŋgano
tangencial,"['t', 'a', 'n', 'x', 'e', 'n', 'T', 'J', 'A', 'l']",taŋxɛnsjal
tangente,"['t', 'a', 'n', 'x', 'E', 'n', 't', 'e']",taŋxɛntɛ
tangerino,"['t', 'a', 'n', 'x', 'e', 'r', 'I', 'n', 'o']",taŋxɛɾino
tangible,"['t', 'a', 'n', 'x', 'I', 'b', 'l', 'e']",taŋxiβlɛ
tangidera,"['t', 'a', 'n', 'x', 'i', 'D', 'E', 'r', 'a']",taŋxiðɛɾa
tango,"['t', 'A', 'n', 'g', 'o']",taŋgo
tañido,"['t', 'a', 'N', 'I', 'D', 'o']",taɲiðo
tanino,"['t', 'a', 'n', 'I', 'n', 'o']",tanino
tanoría,"['t', 'a', 'n', 'o', 'r', 'I', 'a']",tanoɾia
tanque,"['t', 'A', 'n', 'k', 'e']",taŋkɛ
tantalio,"['t', 'a', 'n', 't', 'A', 'l', 'j', 'o']",tantaljo
tántalo,"['t', 'A', 'n', 't', 'a', 'l', 'o']",tantalo
tanteador,"['t', 'a', 'n', 't', 'e', 'a', 'D', 'O', 'r']",tantɛaðoɾ
tantear,"['t', 'a', 'n', 't', 'e', 'A', 'r']",tantɛaɾ
tanteo,"['t', 'a', 'n', 't', 'E', 'o']",tantɛo
tantísimo,"['t', 'a', 'n', 't', 'I', 's', 'i', 'm', 'o']",tantisimo
tanto,"['t', 'A', 'n', 't', 'o']",tanto
tao,"['t', 'A', 'o']",tao
taoísmo,"['t', 'a', 'o', 'I', 's', 'm', 'o']",taoizmo
tapa,"['t', 'A', 'p', 'a']",tapa
tapaboca,"['t', 'a', 'p', 'a', 'B', 'O', 'k', 'a']",tapaβoka
tapacete,"['t', 'a', 'p', 'a', 'T', 'E', 't', 'e']",tapasɛtɛ
tapacubos,"['t', 'a', 'p', 'a', 'k', 'U', 'B', 'o', 's']",tapakuβos
tapaculo,"['t', 'a', 'p', 'a', 'k', 'U', 'l', 'o']",tapakulo
tapada,"['t', 'a', 'p', 'A', 'D', 'a']",tapaða
tapadera,"['t', 'a', 'p', 'a', 'D', 'E', 'r', 'a']",tapaðɛɾa
tapadero,"['t', 'a', 'p', 'a', 'D', 'E', 'r', 'o']",tapaðɛɾo
tapadillo,"['t', 'a', 'p', 'a', 'D', 'I', 'Y', 'o']",tapaðiʎo
tapado,"['t', 'a', 'p', 'A', 'D', 'o']",tapaðo
tapador,"['t', 'a', 'p', 'a', 'D', 'O', 'r']",tapaðoɾ
tapadura,"['t', 'a', 'p', 'a', 'D', 'U', 'r', 'a']",tapaðuɾa
tapafunda,"['t', 'a', 'p', 'a', 'f', 'U', 'n', 'd', 'a']",tapafunda
tapajuntas,"['t', 'a', 'p', 'a', 'x', 'U', 'n', 't', 'a', 's']",tapaxuntas
tapamiento,"['t', 'a', 'p', 'a', 'm', 'J', 'E', 'n', 't', 'o']",tapamjɛnto
tapar,"['t', 'a', 'p', 'A', 'r']",tapaɾ
taparrabo,"['t', 'a', 'p', 'a', 'R', 'A', 'B', 'o']",tapaɹaβo
tapesco,"['t', 'a', 'p', 'E', 's', 'k', 'o']",tapɛsko
tapetada,"['t', 'a', 'p', 'e', 't', 'A', 'D', 'a']",tapɛtaða
tapetado,"['t', 'a', 'p', 'e', 't', 'A', 'D', 'o']",tapɛtaðo
tapete,"['t', 'a', 'p', 'E', 't', 'e']",tapɛtɛ
tapia,"['t', 'A', 'p', 'j', 'a']",tapja
tapiado,"['t', 'a', 'p', 'J', 'A', 'D', 'o']",tapjaðo
tapiador,"['t', 'a', 'p', 'j', 'a', 'D', 'O', 'r']",tapjaðoɾ
tapial,"['t', 'a', 'p', 'J', 'A', 'l']",tapjal
tapiar,"['t', 'a', 'p', 'J', 'A', 'r']",tapjaɾ
tapicería,"['t', 'a', 'p', 'i', 'T', 'e', 'r', 'I', 'a']",tapisɛɾia
tapicero,"['t', 'a', 'p', 'i', 'T', 'E', 'r', 'o']",tapisɛɾo
tapioca,"['t', 'a', 'p', 'J', 'O', 'k', 'a']",tapjoka
tapir,"['t', 'a', 'p', 'I', 'r']",tapiɾ
tapisca,"['t', 'a', 'p', 'I', 's', 'k', 'a']",tapiska
tapiz,"['t', 'A', 'p', 'i', 'T']",tapis
tapizar,"['t', 'a', 'p', 'i', 'T', 'A', 'r']",tapisaɾ
tapón,"['t', 'a', 'p', 'O', 'n']",tapon
taponamiento,"['t', 'a', 'p', 'o', 'n', 'a', 'm', 'J', 'E', 'n', 't', 'o']",taponamjɛnto
taponar,"['t', 'a', 'p', 'o', 'n', 'A', 'r']",taponaɾ
taponería,"['t', 'a', 'p', 'o', 'n', 'e', 'r', 'I', 'a']",taponɛɾia
taponero,"['t', 'a', 'p', 'o', 'n', 'E', 'r', 'o']",taponɛɾo
tapsia,"['t', 'A', 'p', 's', 'j', 'a']",tapsja
tapujo,"['t', 'a', 'p', 'U', 'x', 'o']",tapuxo
taque,"['t', 'A', 'k', 'e']",takɛ
taqué,"['t', 'a', 'k', 'E']",takɛ
taquera,"['t', 'a', 'k', 'E', 'r', 'a']",takɛɾa
taquicardia,"['t', 'a', 'k', 'i', 'k', 'A', 'r', 'd', 'j', 'a']",takikaɾðja
taquigrafía,"['t', 'a', 'k', 'i', 'g', 'r', 'a', 'f', 'I', 'a']",takiɣɾafia
taquigrafiar,"['t', 'a', 'k', 'i', 'g', 'r', 'a', 'f', 'J', 'A', 'r']",takiɣɾafjaɾ
taquillero,"['t', 'a', 'k', 'i', 'Y', 'E', 'r', 'o']",takiʎɛɾo
tara,"['t', 'A', 'r', 'a']",taɾa
tarabilla,"['t', 'a', 'r', 'a', 'B', 'I', 'Y', 'a']",taɾaβiʎa
tarabita,"['t', 'a', 'r', 'a', 'B', 'I', 't', 'a']",taɾaβita
taracea,"['t', 'a', 'r', 'a', 'T', 'E', 'a']",taɾasɛa
taracear,"['t', 'a', 'r', 'a', 'T', 'e', 'A', 'r']",taɾasɛaɾ
tarafada,"['t', 'a', 'r', 'a', 'f', 'A', 'D', 'a']",taɾafaða
tarafana,"['t', 'a', 'r', 'a', 'f', 'A', 'n', 'a']",taɾafana
tarafe,"['t', 'a', 'r', 'A', 'f', 'e']",taɾafɛ
taragallo,"['t', 'a', 'r', 'a', 'G', 'A', 'Y', 'o']",taɾaɣaʎo
taraje,"['t', 'a', 'r', 'A', 'x', 'e']",taɾaxɛ
tarambana,"['t', 'a', 'r', 'a', 'm', 'b', 'A', 'n', 'a']",taɾambana
tarangallo,"['t', 'a', 'r', 'a', 'n', 'g', 'A', 'Y', 'o']",taɾaŋgaʎo
